1,0.14 ,-0.01 ,-0.98
2,0.14 ,-0.01 ,-0.94
3,0.14 ,-0.01 ,-0.88
4,0.14 ,-0.02 ,-0.82
5,0.14 ,-0.02 ,-0.77
6,0.14 ,-0.02 ,-0.71
7,0.13 ,-0.02 ,-0.65
8,0.13 ,-0.02 ,-0.60
9,0.12 ,-0.02 ,-0.55
10,0.11 ,-0.02 ,-0.50
11,0.10 ,-0.02 ,-0.45
12,0.10 ,-0.02 ,-0.41
13,0.09 ,-0.02 ,-0.37
14,0.08 ,-0.01 ,-0.33
15,0.08 ,-0.01 ,-0.30
16,0.07 ,-0.01 ,-0.27
17,0.07 ,-0.01 ,-0.25
18,0.06 ,-0.01 ,-0.22
19,0.05 ,-0.01 ,-0.20
20,0.05 ,-0.01 ,-0.18
21,0.04 ,-0.01 ,-0.16
22,0.03 ,-0.01 ,-0.14
23,0.02 ,-0.01 ,-0.12
24,0.02 ,-0.01 ,-0.10
25,0.01 ,-0.01 ,-0.08
26,0.01 ,-0.01 ,-0.07
27,0.00 ,-0.01 ,-0.05
28,-0.00 ,-0.01 ,-0.04
29,-0.01 ,-0.01 ,-0.03
30,-0.01 ,-0.00 ,-0.02
31,-0.01 ,-0.00 ,-0.00
32,-0.01 ,-0.00 ,0.01
33,-0.01 ,-0.00 ,0.02
34,-0.01 ,-0.00 ,0.03
35,-0.00 ,-0.01 ,0.03
36,0.00 ,-0.01 ,0.04
37,0.01 ,-0.01 ,0.04
38,0.02 ,-0.01 ,0.04
39,0.03 ,-0.02 ,0.03
40,0.04 ,-0.02 ,0.03
41,0.05 ,-0.01 ,0.03
42,0.05 ,-0.01 ,0.03
43,0.06 ,-0.00 ,0.02
44,0.06 ,0.01 ,0.02
45,0.07 ,0.02 ,0.01
46,0.07 ,0.03 ,0.01
47,0.07 ,0.05 ,0.01
48,0.07 ,0.06 ,0.00
49,0.07 ,0.07 ,-0.00
50,0.08 ,0.09 ,0.00
51,0.08 ,0.10 ,0.01
52,0.08 ,0.11 ,0.02
53,0.08 ,0.11 ,0.03
54,0.09 ,0.12 ,0.04
55,0.10 ,0.12 ,0.05
56,0.11 ,0.12 ,0.05
57,0.11 ,0.11 ,0.06
58,0.11 ,0.11 ,0.07
59,0.11 ,0.11 ,0.07
60,0.11 ,0.10 ,0.07
61,0.12 ,0.10 ,0.07
62,0.12 ,0.09 ,0.06
63,0.12 ,0.09 ,0.06
64,0.13 ,0.08 ,0.06
65,0.13 ,0.07 ,0.06
66,0.13 ,0.07 ,0.06
67,0.13 ,0.06 ,0.06
68,0.13 ,0.06 ,0.06
69,0.14 ,0.06 ,0.06
70,0.14 ,0.05 ,0.05
71,0.14 ,0.05 ,0.05
72,0.14 ,0.05 ,0.05
73,0.14 ,0.05 ,0.05
74,0.14 ,0.04 ,0.05
75,0.14 ,0.04 ,0.04
76,0.14 ,0.04 ,0.04
77,0.14 ,0.04 ,0.04
78,0.14 ,0.04 ,0.04
79,0.14 ,0.04 ,0.03
80,0.14 ,0.04 ,0.03
81,0.14 ,0.03 ,0.03
82,0.14 ,0.03 ,0.02
83,0.14 ,0.03 ,0.02
84,0.14 ,0.03 ,0.02
85,0.14 ,0.03 ,0.01
86,0.14 ,0.03 ,0.01
87,0.14 ,0.03 ,-0.00
88,0.14 ,0.03 ,-0.01
89,0.14 ,0.03 ,-0.01
90,0.13 ,0.03 ,-0.01
91,0.13 ,0.04 ,-0.01
92,0.13 ,0.04 ,-0.02
93,0.13 ,0.04 ,-0.02
94,0.13 ,0.04 ,-0.02
95,0.13 ,0.05 ,-0.02
96,0.13 ,0.05 ,-0.01
97,0.13 ,0.05 ,-0.01
98,0.13 ,0.06 ,0.00
99,0.13 ,0.06 ,0.01
100,0.13 ,0.06 ,0.02
101,0.13 ,0.06 ,0.03
102,0.13 ,0.06 ,0.04
103,0.14 ,0.06 ,0.05
104,0.14 ,0.06 ,0.06
105,0.14 ,0.06 ,0.06
106,0.14 ,0.06 ,0.07
107,0.15 ,0.06 ,0.08
108,0.15 ,0.06 ,0.09
109,0.15 ,0.06 ,0.09
110,0.15 ,0.06 ,0.10
111,0.16 ,0.06 ,0.10
112,0.16 ,0.06 ,0.11
113,0.16 ,0.06 ,0.11
114,0.17 ,0.06 ,0.10
115,0.17 ,0.06 ,0.10
116,0.17 ,0.05 ,0.10
117,0.18 ,0.06 ,0.09
118,0.18 ,0.06 ,0.09
119,0.18 ,0.06 ,0.08
120,0.19 ,0.06 ,0.08
121,0.19 ,0.06 ,0.07
122,0.20 ,0.06 ,0.06
123,0.20 ,0.06 ,0.06
124,0.20 ,0.07 ,0.05
125,0.20 ,0.07 ,0.05
126,0.20 ,0.07 ,0.04
127,0.20 ,0.07 ,0.04
128,0.21 ,0.07 ,0.03
129,0.21 ,0.08 ,0.03
130,0.20 ,0.08 ,0.03
131,0.20 ,0.08 ,0.03
132,0.20 ,0.08 ,0.03
133,0.20 ,0.08 ,0.04
134,0.19 ,0.07 ,0.04
135,0.19 ,0.07 ,0.05
136,0.18 ,0.07 ,0.05
137,0.18 ,0.07 ,0.06
138,0.17 ,0.06 ,0.06
139,0.17 ,0.06 ,0.06
140,0.16 ,0.06 ,0.07
141,0.16 ,0.05 ,0.07
142,0.15 ,0.05 ,0.07
143,0.15 ,0.05 ,0.07
144,0.15 ,0.05 ,0.08
145,0.14 ,0.05 ,0.08
146,0.14 ,0.04 ,0.08
147,0.14 ,0.04 ,0.09
148,0.14 ,0.04 ,0.08
149,0.13 ,0.04 ,0.08
150,0.13 ,0.04 ,0.08
151,0.13 ,0.03 ,0.08
152,0.13 ,0.03 ,0.08
153,0.13 ,0.03 ,0.07
154,0.13 ,0.03 ,0.07
155,0.13 ,0.03 ,0.07
156,0.13 ,0.03 ,0.06
157,0.13 ,0.03 ,0.06
158,0.13 ,0.03 ,0.05
159,0.13 ,0.03 ,0.05
160,0.13 ,0.03 ,0.05
161,0.13 ,0.03 ,0.04
162,0.13 ,0.03 ,0.04
163,0.13 ,0.03 ,0.04
164,0.13 ,0.03 ,0.04
165,0.13 ,0.04 ,0.05
166,0.13 ,0.04 ,0.05
167,0.13 ,0.03 ,0.05
168,0.14 ,0.03 ,0.06
169,0.14 ,0.03 ,0.06
170,0.14 ,0.03 ,0.06
171,0.15 ,0.02 ,0.07
172,0.15 ,0.02 ,0.07
173,0.16 ,0.02 ,0.07
174,0.16 ,0.02 ,0.08
175,0.16 ,0.01 ,0.08
176,0.17 ,0.01 ,0.09
177,0.17 ,0.01 ,0.09
178,0.17 ,0.01 ,0.09
179,0.18 ,0.00 ,0.09
180,0.18 ,0.00 ,0.09
181,0.18 ,0.00 ,0.10
182,0.18 ,-0.00 ,0.10
183,0.18 ,-0.00 ,0.10
184,0.18 ,-0.00 ,0.09
185,0.18 ,-0.00 ,0.09
186,0.19 ,-0.00 ,0.09
187,0.19 ,-0.00 ,0.08
188,0.19 ,0.00 ,0.08
189,0.19 ,0.00 ,0.07
190,0.19 ,0.00 ,0.07
191,0.19 ,0.01 ,0.06
192,0.19 ,0.01 ,0.05
193,0.19 ,0.01 ,0.05
194,0.19 ,0.01 ,0.04
195,0.19 ,0.01 ,0.04
196,0.19 ,0.01 ,0.04
197,0.19 ,0.01 ,0.03
198,0.19 ,0.00 ,0.04
199,0.19 ,0.00 ,0.04
200,0.18 ,-0.00 ,0.04
201,0.18 ,-0.00 ,0.05
202,0.17 ,-0.01 ,0.06
203,0.17 ,-0.01 ,0.06
204,0.17 ,-0.02 ,0.07
205,0.16 ,-0.02 ,0.07
206,0.16 ,-0.03 ,0.08
207,0.16 ,-0.03 ,0.08
208,0.15 ,-0.03 ,0.09
209,0.15 ,-0.04 ,0.10
210,0.15 ,-0.04 ,0.10
211,0.15 ,-0.04 ,0.10
212,0.15 ,-0.05 ,0.10
213,0.15 ,-0.05 ,0.10
214,0.15 ,-0.05 ,0.10
215,0.15 ,-0.05 ,0.10
216,0.15 ,-0.05 ,0.10
217,0.15 ,-0.05 ,0.10
218,0.15 ,-0.05 ,0.09
219,0.15 ,-0.05 ,0.08
220,0.16 ,-0.05 ,0.08
221,0.16 ,-0.05 ,0.07
222,0.16 ,-0.05 ,0.06
223,0.17 ,-0.05 ,0.05
224,0.17 ,-0.05 ,0.05
225,0.17 ,-0.05 ,0.05
226,0.17 ,-0.05 ,0.04
227,0.17 ,-0.05 ,0.04
228,0.17 ,-0.05 ,0.04
229,0.17 ,-0.04 ,0.04
230,0.17 ,-0.04 ,0.04
231,0.17 ,-0.04 ,0.04
232,0.17 ,-0.04 ,0.04
233,0.17 ,-0.04 ,0.05
234,0.18 ,-0.04 ,0.05
235,0.18 ,-0.04 ,0.06
236,0.18 ,-0.04 ,0.06
237,0.19 ,-0.04 ,0.07
238,0.19 ,-0.04 ,0.07
239,0.19 ,-0.03 ,0.08
240,0.20 ,-0.03 ,0.08
241,0.20 ,-0.03 ,0.09
242,0.20 ,-0.02 ,0.10
243,0.20 ,-0.02 ,0.10
244,0.20 ,-0.02 ,0.10
245,0.20 ,-0.01 ,0.10
246,0.20 ,-0.01 ,0.09
247,0.20 ,-0.00 ,0.09
248,0.20 ,0.01 ,0.09
249,0.20 ,0.01 ,0.08
250,0.20 ,0.02 ,0.08
251,0.20 ,0.02 ,0.07
252,0.19 ,0.03 ,0.06
253,0.19 ,0.03 ,0.06
254,0.19 ,0.03 ,0.05
255,0.19 ,0.03 ,0.05
256,0.19 ,0.03 ,0.04
257,0.19 ,0.03 ,0.03
258,0.19 ,0.03 ,0.03
259,0.19 ,0.03 ,0.02
260,0.19 ,0.03 ,0.03
261,0.19 ,0.03 ,0.03
262,0.19 ,0.03 ,0.03
263,0.19 ,0.03 ,0.04
264,0.19 ,0.03 ,0.04
265,0.18 ,0.02 ,0.05
266,0.18 ,0.02 ,0.06
267,0.18 ,0.02 ,0.06
268,0.18 ,0.02 ,0.07
269,0.17 ,0.01 ,0.07
270,0.17 ,0.01 ,0.07
271,0.17 ,0.01 ,0.08
272,0.16 ,0.01 ,0.09
273,0.16 ,0.00 ,0.10
274,0.16 ,0.00 ,0.10
275,0.15 ,0.00 ,0.10
276,0.15 ,0.00 ,0.09
277,0.15 ,0.00 ,0.09
278,0.15 ,0.00 ,0.08
279,0.15 ,0.00 ,0.08
280,0.15 ,0.00 ,0.07
281,0.15 ,0.00 ,0.07
282,0.15 ,0.00 ,0.06
283,0.15 ,0.00 ,0.06
284,0.15 ,0.00 ,0.05
285,0.15 ,0.00 ,0.04
286,0.14 ,0.00 ,0.04
287,0.14 ,0.00 ,0.04
288,0.14 ,0.00 ,0.03
289,0.14 ,0.00 ,0.03
290,0.14 ,0.00 ,0.03
291,0.14 ,0.00 ,0.03
292,0.14 ,0.00 ,0.03
293,0.14 ,0.01 ,0.03
294,0.14 ,0.01 ,0.04
295,0.14 ,0.01 ,0.05
296,0.14 ,0.01 ,0.05
297,0.14 ,0.01 ,0.06
298,0.14 ,0.01 ,0.07
299,0.14 ,0.01 ,0.07
300,0.14 ,0.01 ,0.08
301,0.14 ,0.01 ,0.09
302,0.15 ,0.01 ,0.09
303,0.15 ,0.01 ,0.10
304,0.15 ,0.00 ,0.10
305,0.15 ,0.00 ,0.11
306,0.15 ,0.00 ,0.12
307,0.15 ,0.00 ,0.12
308,0.16 ,0.00 ,0.12
309,0.16 ,0.00 ,0.12
310,0.16 ,0.00 ,0.12
311,0.16 ,0.00 ,0.12
312,0.16 ,0.00 ,0.12
313,0.16 ,0.01 ,0.12
314,0.16 ,0.01 ,0.12
315,0.16 ,0.01 ,0.11
316,0.16 ,0.01 ,0.11
317,0.16 ,0.02 ,0.10
318,0.17 ,0.02 ,0.09
319,0.17 ,0.03 ,0.09
320,0.17 ,0.03 ,0.08
321,0.17 ,0.03 ,0.08
322,0.17 ,0.04 ,0.07
323,0.17 ,0.04 ,0.07
324,0.17 ,0.04 ,0.06
325,0.17 ,0.04 ,0.06
326,0.17 ,0.04 ,0.06
327,0.16 ,0.04 ,0.06
328,0.16 ,0.04 ,0.06
329,0.16 ,0.04 ,0.06
330,0.15 ,0.03 ,0.07
331,0.15 ,0.03 ,0.07
332,0.15 ,0.03 ,0.07
333,0.14 ,0.03 ,0.07
334,0.14 ,0.02 ,0.07
335,0.14 ,0.02 ,0.08
336,0.14 ,0.02 ,0.08
337,0.14 ,0.02 ,0.08
338,0.14 ,0.02 ,0.09
339,0.14 ,0.02 ,0.09
340,0.14 ,0.02 ,0.08
341,0.14 ,0.02 ,0.08
342,0.14 ,0.02 ,0.08
343,0.14 ,0.03 ,0.09
344,0.14 ,0.03 ,0.09
345,0.14 ,0.03 ,0.08
346,0.14 ,0.03 ,0.08
347,0.14 ,0.03 ,0.08
348,0.14 ,0.03 ,0.08
349,0.14 ,0.03 ,0.08
350,0.14 ,0.03 ,0.08
351,0.14 ,0.04 ,0.08
352,0.14 ,0.04 ,0.08
353,0.14 ,0.04 ,0.08
354,0.14 ,0.04 ,0.08
355,0.14 ,0.04 ,0.08
356,0.14 ,0.04 ,0.08
357,0.13 ,0.04 ,0.08
358,0.13 ,0.05 ,0.08
359,0.13 ,0.05 ,0.08
360,0.13 ,0.04 ,0.08
361,0.13 ,0.04 ,0.09
362,0.12 ,0.04 ,0.09
363,0.12 ,0.04 ,0.10
364,0.12 ,0.04 ,0.10
365,0.12 ,0.03 ,0.09
366,0.12 ,0.03 ,0.09
367,0.12 ,0.03 ,0.09
368,0.12 ,0.03 ,0.09
369,0.12 ,0.02 ,0.10
370,0.12 ,0.02 ,0.10
371,0.13 ,0.02 ,0.10
372,0.13 ,0.02 ,0.10
373,0.13 ,0.02 ,0.10
374,0.13 ,0.02 ,0.09
375,0.14 ,0.02 ,0.09
376,0.14 ,0.02 ,0.09
377,0.14 ,0.02 ,0.09
378,0.15 ,0.02 ,0.09
379,0.15 ,0.02 ,0.09
380,0.15 ,0.03 ,0.09
381,0.15 ,0.03 ,0.08
382,0.15 ,0.03 ,0.08
383,0.15 ,0.03 ,0.08
384,0.16 ,0.03 ,0.08
385,0.16 ,0.03 ,0.08
386,0.16 ,0.04 ,0.08
387,0.16 ,0.04 ,0.08
388,0.16 ,0.04 ,0.08
389,0.16 ,0.04 ,0.08
390,0.15 ,0.04 ,0.08
391,0.15 ,0.05 ,0.08
392,0.15 ,0.05 ,0.08
393,0.15 ,0.05 ,0.08
394,0.14 ,0.05 ,0.09
395,0.14 ,0.05 ,0.09
396,0.14 ,0.05 ,0.09
397,0.13 ,0.05 ,0.09
398,0.13 ,0.06 ,0.09
399,0.13 ,0.06 ,0.09
400,0.12 ,0.06 ,0.09
401,0.12 ,0.06 ,0.09
402,0.12 ,0.05 ,0.09
403,0.11 ,0.05 ,0.09
404,0.11 ,0.05 ,0.08
405,0.11 ,0.05 ,0.08
406,0.11 ,0.05 ,0.08
407,0.11 ,0.05 ,0.08
408,0.11 ,0.05 ,0.08
409,0.10 ,0.05 ,0.08
410,0.10 ,0.05 ,0.08
411,0.11 ,0.05 ,0.08
412,0.11 ,0.05 ,0.08
413,0.11 ,0.04 ,0.08
414,0.10 ,0.04 ,0.08
415,0.10 ,0.04 ,0.08
416,0.10 ,0.04 ,0.08
417,0.10 ,0.04 ,0.08
418,0.09 ,0.04 ,0.07
419,0.09 ,0.04 ,0.07
420,0.09 ,0.04 ,0.07
421,0.08 ,0.04 ,0.07
422,0.08 ,0.04 ,0.07
423,0.08 ,0.04 ,0.06
424,0.07 ,0.04 ,0.06
425,0.07 ,0.04 ,0.06
426,0.07 ,0.04 ,0.06
427,0.07 ,0.03 ,0.06
428,0.07 ,0.03 ,0.07
429,0.07 ,0.02 ,0.07
430,0.07 ,0.02 ,0.08
431,0.07 ,0.02 ,0.08
432,0.08 ,0.01 ,0.08
433,0.08 ,0.01 ,0.08
434,0.09 ,0.00 ,0.08
435,0.09 ,-0.00 ,0.08
436,0.09 ,-0.00 ,0.09
437,0.10 ,-0.01 ,0.09
438,0.10 ,-0.01 ,0.09
439,0.11 ,-0.01 ,0.09
440,0.11 ,-0.01 ,0.09
441,0.11 ,-0.01 ,0.09
442,0.12 ,-0.01 ,0.09
443,0.12 ,-0.01 ,0.09
444,0.12 ,-0.01 ,0.08
445,0.13 ,-0.01 ,0.08
446,0.13 ,-0.01 ,0.08
447,0.13 ,-0.00 ,0.08
448,0.13 ,-0.00 ,0.08
449,0.13 ,-0.00 ,0.08
450,0.13 ,0.00 ,0.07
451,0.13 ,0.00 ,0.07
452,0.13 ,0.00 ,0.07
453,0.13 ,0.01 ,0.06
454,0.13 ,0.01 ,0.06
455,0.13 ,0.01 ,0.06
456,0.13 ,0.01 ,0.05
457,0.12 ,0.02 ,0.05
458,0.12 ,0.02 ,0.05
459,0.12 ,0.02 ,0.05
460,0.12 ,0.02 ,0.05
461,0.12 ,0.02 ,0.05
462,0.11 ,0.03 ,0.05
463,0.11 ,0.03 ,0.05
464,0.11 ,0.03 ,0.04
465,0.12 ,0.03 ,0.04
466,0.12 ,0.03 ,0.04
467,0.12 ,0.04 ,0.04
468,0.12 ,0.04 ,0.04
469,0.12 ,0.04 ,0.05
470,0.12 ,0.04 ,0.05
471,0.12 ,0.04 ,0.05
472,0.13 ,0.04 ,0.05
473,0.13 ,0.04 ,0.05
474,0.13 ,0.04 ,0.06
475,0.13 ,0.04 ,0.06
476,0.13 ,0.04 ,0.06
477,0.13 ,0.04 ,0.07
478,0.13 ,0.04 ,0.07
479,0.13 ,0.03 ,0.07
480,0.13 ,0.03 ,0.07
481,0.13 ,0.03 ,0.07
482,0.13 ,0.03 ,0.07
483,0.13 ,0.03 ,0.07
484,0.13 ,0.02 ,0.07
485,0.14 ,0.02 ,0.07
486,0.14 ,0.02 ,0.06
487,0.14 ,0.02 ,0.06
488,0.14 ,0.02 ,0.06
489,0.14 ,0.02 ,0.06
490,0.14 ,0.02 ,0.06
491,0.14 ,0.01 ,0.06
492,0.14 ,0.01 ,0.06
493,0.14 ,0.01 ,0.06
494,0.14 ,0.01 ,0.06
495,0.14 ,0.01 ,0.05
496,0.14 ,0.01 ,0.05
497,0.15 ,0.00 ,0.05
498,0.15 ,0.00 ,0.05
499,0.15 ,0.00 ,0.05
500,0.16 ,-0.00 ,0.05
501,0.16 ,-0.00 ,0.05
502,0.16 ,0.00 ,0.05
503,0.16 ,0.00 ,0.05
504,0.16 ,0.00 ,0.06
505,0.16 ,0.00 ,0.06
506,0.16 ,0.00 ,0.06
507,0.16 ,0.00 ,0.07
508,0.16 ,0.00 ,0.07
509,0.16 ,0.00 ,0.08
510,0.16 ,0.00 ,0.08
511,0.16 ,0.00 ,0.09
512,0.16 ,0.00 ,0.09
513,0.16 ,0.00 ,0.09
514,0.16 ,0.00 ,0.10
515,0.15 ,0.00 ,0.10
516,0.15 ,0.00 ,0.10
517,0.15 ,0.00 ,0.10
518,0.15 ,0.00 ,0.10
519,0.15 ,0.00 ,0.10
520,0.15 ,0.00 ,0.09
521,0.15 ,0.00 ,0.09
522,0.15 ,0.00 ,0.09
523,0.15 ,0.00 ,0.08
524,0.15 ,0.00 ,0.08
525,0.15 ,0.00 ,0.07
526,0.15 ,0.00 ,0.07
527,0.15 ,0.00 ,0.06
528,0.15 ,0.00 ,0.06
529,0.15 ,-0.00 ,0.05
530,0.15 ,-0.00 ,0.05
531,0.15 ,-0.00 ,0.05
532,0.15 ,-0.00 ,0.05
533,0.14 ,-0.01 ,0.05
534,0.14 ,-0.01 ,0.05
535,0.14 ,-0.01 ,0.05
536,0.14 ,-0.01 ,0.05
537,0.14 ,-0.02 ,0.05
538,0.14 ,-0.02 ,0.05
539,0.13 ,-0.02 ,0.05
540,0.13 ,-0.02 ,0.04
541,0.13 ,-0.03 ,0.04
542,0.13 ,-0.03 ,0.04
543,0.13 ,-0.03 ,0.03
544,0.13 ,-0.03 ,0.02
545,0.13 ,-0.03 ,0.02
546,0.13 ,-0.03 ,0.01
547,0.13 ,-0.03 ,0.00
548,0.13 ,-0.02 ,-0.01
549,0.13 ,-0.02 ,-0.01
550,0.13 ,-0.02 ,-0.02
551,0.13 ,-0.02 ,-0.02
552,0.12 ,-0.02 ,-0.02
553,0.12 ,-0.02 ,-0.03
554,0.12 ,-0.02 ,-0.02
555,0.12 ,-0.02 ,-0.02
556,0.12 ,-0.02 ,-0.01
557,0.12 ,-0.02 ,-0.01
558,0.13 ,-0.02 ,-0.00
559,0.13 ,-0.02 ,0.01
560,0.13 ,-0.02 ,0.02
561,0.13 ,-0.02 ,0.03
562,0.14 ,-0.02 ,0.04
563,0.14 ,-0.02 ,0.05
564,0.14 ,-0.02 ,0.06
565,0.14 ,-0.02 ,0.06
566,0.15 ,-0.01 ,0.07
567,0.15 ,-0.01 ,0.08
568,0.15 ,-0.01 ,0.09
569,0.15 ,-0.01 ,0.09
570,0.15 ,-0.01 ,0.09
571,0.15 ,-0.01 ,0.09
572,0.15 ,-0.01 ,0.08
573,0.16 ,-0.01 ,0.08
574,0.16 ,-0.01 ,0.08
575,0.16 ,-0.00 ,0.08
576,0.16 ,-0.00 ,0.08
577,0.16 ,-0.00 ,0.08
578,0.17 ,-0.00 ,0.07
579,0.17 ,0.00 ,0.07
580,0.17 ,0.00 ,0.07
581,0.17 ,0.00 ,0.07
582,0.16 ,0.00 ,0.07
583,0.16 ,0.00 ,0.07
584,0.16 ,0.00 ,0.07
585,0.15 ,0.01 ,0.07
586,0.15 ,0.01 ,0.07
587,0.14 ,0.01 ,0.07
588,0.14 ,0.01 ,0.07
589,0.14 ,0.01 ,0.07
590,0.14 ,0.00 ,0.07
591,0.13 ,0.01 ,0.08
592,0.13 ,0.01 ,0.08
593,0.13 ,0.01 ,0.08
594,0.13 ,0.01 ,0.08
595,0.13 ,0.01 ,0.08
596,0.13 ,0.01 ,0.08
597,0.14 ,0.01 ,0.07
598,0.14 ,0.01 ,0.07
599,0.14 ,0.02 ,0.07
600,0.14 ,0.02 ,0.06
601,0.14 ,0.02 ,0.06
602,0.14 ,0.02 ,0.05
603,0.14 ,0.02 ,0.05
604,0.14 ,0.02 ,0.05
605,0.14 ,0.02 ,0.05
606,0.14 ,0.02 ,0.04
607,0.14 ,0.02 ,0.04
608,0.14 ,0.02 ,0.03
609,0.14 ,0.02 ,0.03
610,0.14 ,0.02 ,0.03
611,0.14 ,0.02 ,0.03
612,0.14 ,0.02 ,0.03
613,0.14 ,0.02 ,0.04
614,0.14 ,0.02 ,0.04
615,0.14 ,0.03 ,0.04
616,0.15 ,0.03 ,0.05
617,0.15 ,0.03 ,0.05
618,0.15 ,0.03 ,0.05
619,0.16 ,0.02 ,0.06
620,0.16 ,0.02 ,0.07
621,0.16 ,0.02 ,0.07
622,0.16 ,0.02 ,0.08
623,0.16 ,0.02 ,0.09
624,0.16 ,0.02 ,0.09
625,0.16 ,0.02 ,0.10
626,0.16 ,0.02 ,0.10
627,0.16 ,0.03 ,0.10
628,0.15 ,0.03 ,0.10
629,0.15 ,0.03 ,0.10
630,0.15 ,0.03 ,0.11
631,0.15 ,0.03 ,0.10
632,0.15 ,0.03 ,0.10
633,0.15 ,0.04 ,0.10
634,0.15 ,0.04 ,0.09
635,0.15 ,0.04 ,0.09
636,0.15 ,0.05 ,0.08
637,0.15 ,0.05 ,0.08
638,0.15 ,0.05 ,0.08
639,0.15 ,0.05 ,0.07
640,0.15 ,0.05 ,0.07
641,0.15 ,0.05 ,0.07
642,0.15 ,0.05 ,0.06
643,0.15 ,0.05 ,0.06
644,0.15 ,0.05 ,0.06
645,0.15 ,0.05 ,0.06
646,0.15 ,0.04 ,0.06
647,0.15 ,0.04 ,0.06
648,0.15 ,0.04 ,0.07
649,0.14 ,0.03 ,0.07
650,0.14 ,0.03 ,0.08
651,0.13 ,0.03 ,0.08
652,0.13 ,0.02 ,0.08
653,0.13 ,0.02 ,0.08
654,0.13 ,0.02 ,0.09
655,0.12 ,0.01 ,0.09
656,0.12 ,0.01 ,0.09
657,0.12 ,0.01 ,0.10
658,0.12 ,0.01 ,0.10
659,0.11 ,0.01 ,0.09
660,0.12 ,0.00 ,0.09
661,0.12 ,0.00 ,0.09
662,0.12 ,0.00 ,0.08
663,0.11 ,0.00 ,0.08
664,0.11 ,0.00 ,0.08
665,0.12 ,0.00 ,0.08
666,0.12 ,0.00 ,0.07
667,0.12 ,-0.00 ,0.06
668,0.12 ,-0.00 ,0.06
669,0.13 ,-0.00 ,0.06
670,0.13 ,-0.00 ,0.05
671,0.13 ,-0.00 ,0.05
672,0.13 ,-0.00 ,0.05
673,0.13 ,0.00 ,0.04
674,0.13 ,0.00 ,0.04
675,0.13 ,0.00 ,0.04
676,0.13 ,0.00 ,0.04
677,0.13 ,0.00 ,0.05
678,0.13 ,0.01 ,0.05
679,0.13 ,0.01 ,0.05
680,0.13 ,0.01 ,0.05
681,0.14 ,0.01 ,0.06
682,0.14 ,0.01 ,0.06
683,0.14 ,0.01 ,0.06
684,0.15 ,0.01 ,0.07
685,0.15 ,0.01 ,0.07
686,0.16 ,0.01 ,0.07
687,0.16 ,0.02 ,0.08
688,0.16 ,0.02 ,0.08
689,0.16 ,0.02 ,0.09
690,0.17 ,0.02 ,0.09
691,0.17 ,0.02 ,0.09
692,0.17 ,0.02 ,0.09
693,0.17 ,0.02 ,0.09
694,0.17 ,0.02 ,0.09
695,0.17 ,0.02 ,0.09
696,0.17 ,0.02 ,0.09
697,0.17 ,0.02 ,0.09
698,0.17 ,0.02 ,0.08
699,0.17 ,0.02 ,0.08
700,0.17 ,0.02 ,0.07
